,Acidity,Aftertaste,Aroma,Bag Weight,Balance,Body,Category.One.Defects,Category.Two.Defects,Clean Cup,Color,Company,Country of Origin,Cupper Points,Expiration,Farm Name,Flavor,Grading Date,Harvest Year,ICO Number,In-Country Partner,Mill,Moisture,Number of Bags,Processing Method,Producer,Region,Species,Sweetness,Uniformity,Variety,altitude_high_meters,altitude_low_meters,altitude_mean_meters,quality_score
76,7.67,7.83,7.83,30 kg,8.58,7.83,0,1,10.0,Green,essence coffee,Guatemala,7.83,"May 22nd, 2016",El Injerto S.A.,7.75,"May 23rd, 2015",2014,11999144,Blossom Valley International,el injerto s.a.,0.11,36,Natural / Dry,Arturo Aguirre,huehuetenango,Arabica,10.0,10.0,Pacamara,1770.0,1770.0,1770.0,85.33
77,7.92,8.0,7.92,3 lbs,8.08,8.0,0,0,10.0,Bluish-Green,the coffee source inc.,Costa Rica,8.0,"May 1st, 2015",Several,8.08,"May 1st, 2014",2014,5-562-0006,Specialty Coffee Association,cafe altura de san ramon,0.0,250,Washed / Wet,Cafe Altura de San Ramon,west valley,Arabica,9.33,10.0,Caturra,1300.0,1300.0,1300.0,85.33
78,7.67,7.58,8.0,3 lbs,8.5,8.08,0,2,10.0,Bluish-Green,the coffee source inc.,Costa Rica,7.92,"May 1st, 2015",SEVERAL,7.58,"May 1st, 2014",2014,5-562-0016,Specialty Coffee Association,cafe altura de san ramon,0.1,250,Washed / Wet,SEVERAL,san ramon,Arabica,10.0,10.0,Caturra,1300.0,1300.0,1300.0,85.33
79,8.08,7.75,7.83,60 kg,7.75,7.92,0,2,10.0,Green,rashid moledina & co. (msa) ltd,Kenya,7.92,"April 19th, 2014",,8.08,"April 19th, 2013",2012,37/672/0017,Kenya Coffee Traders Association,,0.0,20,Washed / Wet,Kianjogu - Rutuma F.C.S. Ltd.,central kenya,Arabica,10.0,10.0,SL34,1600.0,1600.0,1600.0,85.33
80,8.08,7.92,8.0,60 kg,7.75,7.83,0,6,10.0,Green,ibero kenya limited,Kenya,7.83,"March 12th, 2014",,7.92,"March 12th, 2013",2012,37/00597/0252 - AB FAQ Q certified,Kenya Coffee Traders Association,nkg/ck/hc/ss/kccm,0.0,300,Washed / Wet,Blend from various Producers,central kenya,Arabica,10.0,10.0,SL34,1200.0,1200.0,1200.0,85.33
81,8.08,7.92,7.83,6 kg,7.83,7.75,0,2,10.0,,,Ethiopia,8.08,"June 17th, 2011",Phone Number | 0911-513824 email: gmt.ft,7.83,"June 17th, 2010",2009/2010,010/0157,Ethiopia Commodity Exchange,,0.05,360,,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",yirgacheffe,Arabica,10.0,10.0,,,,,85.33
82,8.33,7.75,7.92,6,7.75,7.75,0,3,10.0,,,Ethiopia,8.0,"June 17th, 2011",,7.83,"June 17th, 2010",2009/2010,010/0001/0022,Ethiopia Commodity Exchange,,0.1,300,,Contact name | Hailu Gebre Hiwot,yirgacheffe,Arabica,10.0,10.0,Typica,,,,85.33
83,8.0,7.75,8.0,69 kg,7.83,7.92,0,2,10.0,Green,"unex guatemala, s.a.",Guatemala,7.83,"April 27th, 2017",LA ESPERANZA Y ANEXOS,7.92,"April 27th, 2016",2016,11/23/0177,Asociacion Nacional Del Café,beneficio ixchel,0.1,250,,MARGARITA AVILA DE NUYENS,oriente,Arabica,10.0,10.0,Bourbon,,,,85.25
84,8.0,7.83,8.17,70 kg,7.83,7.58,0,0,10.0,Green,exportadora de cafe condor s.a,Colombia,7.92,"April 7th, 2016",varios,7.92,"April 8th, 2015",2015,3-68-0102,Almacafé,trilladora agricola,0.11,275,Washed / Wet,varios,santander,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,85.25
85,7.83,7.92,7.58,70 kg,7.92,8.0,0,2,10.0,Green,ecom cca sa,Colombia,7.92,"January 17th, 2015",,8.08,"January 17th, 2014",2014,3-79-0634,Almacafé,trilladora boananza,0.12,250,Natural / Dry,,santander,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,85.25
86,8.0,7.67,7.75,60 kg,7.83,8.08,0,3,10.0,Green,"nomura trading co., ltd.",Indonesia,8.0,"November 26th, 2013",,7.83,"November 26th, 2012",2012,,Specialty Coffee Association,,0.11,54,Semi-washed / Semi-pulped,,lintong,Arabica,10.0,10.0,Sumatra Lintong,1400.0,1250.0,1325.0,85.17
87,7.92,7.67,8.25,1 kg,7.67,7.75,0,7,10.0,,the coffee source inc.,Guatemala,7.92,"January 17th, 2013",Coop. Hoja Blanca - Fedecocagua,8.0,"January 18th, 2012",2012,11-30-0593,Specialty Coffee Association,coop. hoja blanca - fedecocagua,0.0,250,Washed / Wet,Coop. Hoja Blanca - Fedecocagua,huehuetenango,Arabica,10.0,10.0,Caturra,1400.0,1400.0,1400.0,85.17
88,8.0,7.58,7.75,19200 kg,7.92,8.0,0,8,10.0,Green,seid damtew coffee planation,Ethiopia,7.83,"August 9th, 2017",SEID DAMTEW COFFEE PLANATION,8.0,"August 9th, 2016",2016,495,METAD Agricultural Development plc,at site and addis ababa,0.11,320,Natural / Dry,SEID DAMTEW COFFEE PLANATION,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",Arabica,10.0,10.0,Other,,,,85.08
89,8.08,7.58,8.17,70 kg,7.75,8.0,0,0,10.0,,carcafe ltda,Colombia,7.67,"August 17th, 2016",,7.83,"August 18th, 2015",2015,3-59-3115,Almacafé,pasto,0.0,250,Natural / Dry,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,pasto,Arabica,10.0,10.0,Caturra,2560.0,2560.0,2560.0,85.08
90,8.0,7.42,8.42,60 kg,7.92,7.92,2,7,10.0,Green,the specialty coffee appraisers institute of asia,Ethiopia,8.08,"October 7th, 2015",Aricha Coop,8.0,"October 7th, 2014",2014,,Specialty Coffee Association,aricha coop,0.1,100,Natural / Dry,BNT,aricha,Arabica,10.0,9.33,,1700.0,1700.0,1700.0,85.08
91,7.92,7.83,7.58,100 lbs,8.17,7.83,2,2,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.92,"March 10th, 2015",,7.83,"March 10th, 2014",2014,KP 022014,Specialty Coffee Association,,0.11,12,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,85.08
92,7.75,7.75,7.83,70 kg,7.83,7.83,0,8,10.0,Green,carcafe ltda,Colombia,8.08,"March 16th, 2013",,8.0,"March 16th, 2012",2012,3-59-0951,Almacafé,,0.11,250,Natural / Dry,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,cundinamarca,Arabica,10.0,10.0,Caturra,2136.0,2136.0,2136.0,85.08
93,8.0,7.92,8.08,100 lbs,8.0,8.08,1,7,9.33,,,United States (Hawaii),8.17,"December 27th, 2011",,8.17,"December 27th, 2010",2010-2011,,Specialty Coffee Association,,0.01,13,,Kona Pacific Farmers Cooperative,kona,Arabica,10.0,9.33,,,,,85.08
94,8.0,7.83,7.67,6,7.83,7.92,0,5,10.0,,,Ethiopia,7.83,"June 17th, 2011",,8.0,"June 17th, 2010",2010,010/0058/Sidamo,Ethiopia Commodity Exchange,,0.0,360,,Exporter Name | Muluneh Kaka | Phone: 0114390290,sidamo,Arabica,10.0,10.0,,,,,85.08
95,7.83,8.25,7.5,0 lbs,7.75,7.92,0,0,10.0,,,United States (Hawaii),7.92,"May 17th, 2011",Kona Pacific Farmers Cooperative,7.92,"May 17th, 2010",,HDOA 210310,Specialty Coffee Association,kona pacific farmers cooperative,0.0,27,,,kona,Arabica,10.0,10.0,,,,,85.08
96,7.75,7.75,8.17,60 kg,7.75,7.67,0,1,10.0,Green,kyagalanyi coffee ltd,Uganda,8.0,"July 24th, 2018",Mount Elgon Area,7.92,"July 24th, 2017",2016,,Uganda Coffee Development Authority,kyagalanyi coffee ltd,0.11,200,Washed / Wet,Kyagalanyi Coffee Ltd,eastern uganda,Arabica,10.0,10.0,SL14,1800.0,1800.0,1800.0,85.0
97,7.92,7.75,8.0,70 kg,7.83,7.75,0,3,10.0,Green,racafe & cia s.c.a,Colombia,7.83,"February 15th, 2018",,7.92,"February 15th, 2017",2016,3-37-1829,Almacafé,bachue,0.0,135,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,,,,85.0
98,7.92,7.58,7.83,46 kg,7.83,7.92,1,1,10.0,Green,bold coast coffee,Costa Rica,7.92,"January 30th, 2018",Estate La Patricia,8.0,"January 30th, 2017",2016,,Specialty Coffee Association,micro beneficio la cabaña-javier meza,0.12,36,Washed / Wet,Manuel Montero,tarrazu,Arabica,10.0,10.0,Catuai,1900.0,1900.0,1900.0,85.0
99,7.75,7.83,7.83,30 kg,7.83,7.67,0,3,10.0,Green,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",Mexico,8.08,"September 21st, 2017",Varias fincas,8.0,"September 21st, 2016",2015,,Centro Agroecológico del Café A.C.,"cafetal el equimite, rancho agroecológico",0.09,1,Washed / Wet,Varios productores minifundistas,veracruz,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,85.0
100,7.75,7.92,8.17,60 kg,7.83,7.67,0,7,10.0,Green,c dorman ltd,Kenya,7.83,"May 7th, 2017",,7.83,"May 7th, 2016",2015,,Kenya Coffee Traders Association,ckcm,0.11,170,Washed / Wet,,,Arabica,10.0,10.0,,1.0,1.0,1.0,85.0
101,8.08,7.75,7.75,60 kg,7.75,8.0,0,5,10.0,Green,rashid moledina & co. (msa) ltd,Kenya,7.83,"April 19th, 2014",Machure Estate,7.83,"April 19th, 2013",2012,37/672/0016,Kenya Coffee Traders Association,,0.0,38,Washed / Wet,,central kenya,Arabica,10.0,10.0,SL34,1580.0,1580.0,1580.0,85.0
102,7.83,7.83,8.0,60 kg,7.67,7.67,0,3,10.0,Green,nucoffee,Brazil,8.0,"February 28th, 2013",Sitío São Geraldo,8.0,"February 29th, 2012",2012,002/1251/0242,NUCOFFEE,,0.12,31,Natural / Dry,Idalina M. De Andrade Ferreira,grama valley,Arabica,10.0,10.0,Mundo Novo,1100.0,1100.0,1100.0,85.0
103,8.08,7.75,7.92,1 kg,7.83,7.42,0,0,10.0,,,Mexico,7.83,"April 5th, 2012",KASSANDRA,8.17,"April 6th, 2011",2010-2011,016-2484-04,Specialty Coffee Association,,0.0,1,,Finca Kassandra,mexico,Arabica,10.0,10.0,Pacamara,1400.0,1400.0,1400.0,85.0
104,7.75,7.75,7.75,100 lbs,8.0,8.0,0,1,10.0,,,United States (Hawaii),7.83,"February 24th, 2012",Kona Pacific Farmers Cooperative,7.92,"February 24th, 2011",,HDOA#210306,Specialty Coffee Association,,0.0,15,,,kona,Arabica,10.0,10.0,,,,,85.0
105,8.0,7.67,7.83,69 kg,7.67,7.75,0,1,10.0,,,Guatemala,8.0,"September 7th, 2011",La Igualdad,8.08,"September 7th, 2010",2009/2010,11-194-0014,Specialty Coffee Association,concepcion,0.04,275,,Federico Weller,"chuva, san marcos",Arabica,10.0,10.0,,1584.96,1066.8,1325.88,85.0
106,7.83,7.67,7.92,70 kg,7.83,7.92,1,2,10.0,,racafe & cia s.c.a,Colombia,7.83,"November 25th, 2017",,7.92,"November 25th, 2016",2016,3-37-0277,Almacafé,bachue,0.0,243,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,,,,84.92
107,7.83,7.75,7.92,70 kg,8.0,7.75,0,1,10.0,Green,racafe & cia s.c.a,Colombia,7.83,"October 25th, 2016",,7.83,"October 26th, 2015",2015,3-37-4824,Almacafé,,0.12,252,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,84.92
108,7.58,8.0,7.67,40 kg,7.92,8.0,0,0,10.0,Green,taiwan coffee laboratory,Taiwan,7.92,"June 8th, 2016",Baishengcun Coffee 百勝村咖啡莊園,7.83,"June 9th, 2015",2015,Taiwan,Specialty Coffee Association,baishengcun coffee 百勝村咖啡莊園,0.11,20,Semi-washed / Semi-pulped,SU CHUEN SHIAN 蘇春賢,natou county,Arabica,10.0,10.0,Typica,800.0,800.0,800.0,84.92
109,7.92,7.83,8.0,60 kg,7.75,7.75,0,2,10.0,Green,taylor winch (t) ltd,"Tanzania, United Republic Of",7.83,"December 12th, 2015",Hasambo AMCOS,7.83,"December 12th, 2014",2014,C47,Africa Fine Coffee Association,taylor winch (t) ltd,0.12,134,Washed / Wet,Hasambo AMCOS,mbeya,Arabica,10.0,10.0,Other,1620.0,1620.0,1620.0,84.92
110,7.75,7.83,7.75,70 kg,8.0,7.75,0,3,10.0,Green,racafe & cia s.c.a,Colombia,7.92,"December 11th, 2013",,7.92,"December 11th, 2012",2012,3-37-0416,Almacafé,,0.11,50,Washed / Wet,LA PLATA,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,84.92
111,7.83,7.75,7.75,1 kg,7.92,7.5,0,0,10.0,,,Mexico,8.17,"July 11th, 2013",EL SUSPIRO,8.0,"July 11th, 2012",2012,1104385872,AMECAFE,pacho viejo,0.11,25,Semi-washed / Semi-pulped,ARTEMIO ZAPATA TEJEDA,coatepec,Arabica,10.0,10.0,Typica,1200.0,1200.0,1200.0,84.92
112,7.75,7.75,8.0,60 kg,7.75,8.0,0,2,10.0,Green,nucoffee,Brazil,7.75,"December 22nd, 2012",Fazenda Grota Funda,7.92,"December 23rd, 2011",2011,002/1251/0070,NUCOFFEE,,0.11,4,Natural / Dry,Glaucio Carneiro Pinto,south of minas,Arabica,10.0,10.0,Bourbon,1200.0,1200.0,1200.0,84.92
113,8.0,7.75,8.0,60 kg,7.75,7.5,0,2,10.0,Green,nucoffee,Brazil,7.92,"December 2nd, 2012",Sitio Claro,8.0,"December 3rd, 2011",2011,002/1251/0066,NUCOFFEE,,0.12,10,Natural / Dry,Ricardo Luiz Ferreira,south of minas,Arabica,10.0,10.0,Catuai,1000.0,1000.0,1000.0,84.92
114,8.17,7.83,8.0,60 kg,7.75,7.92,1,9,10.0,,,Kenya,7.58,"August 26th, 2011",,7.67,"August 26th, 2010",2009-2010,37/00395/0335,Specialty Coffee Association,,0.06,320,,,,Arabica,10.0,10.0,,,,,84.92
115,7.83,7.83,7.92,20 kg,7.83,7.83,0,0,10.0,Green,taiwan coffee laboratory,Taiwan,8.0,"May 18th, 2017",Shi Fang Yuan 十方源,7.58,"May 18th, 2016",2016,Taiwan,Specialty Coffee Association,shi fang yuan 十方源,0.0,10,Natural / Dry,Wang Chao Yung 王超永,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,10.0,Typica,350.0,350.0,350.0,84.83
116,7.67,7.67,7.75,60 kg,7.75,8.25,0,1,10.0,Green,kawacom uganda ltd,Uganda,7.83,"June 30th, 2015",Mt.Elgon Bugisu shamba 2,7.92,"June 30th, 2014",2013,0,Uganda Coffee Development Authority,kawacom,0.12,1,Natural / Dry,Sipi organic coffee project,eastern,Arabica,10.0,10.0,SL14,1900.0,1400.0,1650.0,84.83
117,7.75,7.75,7.67,100 lbs,8.0,7.83,3,15,10.0,,kona pacific farmers cooperative,United States (Hawaii),8.08,"April 6th, 2013",,7.75,"April 6th, 2012",2012,220457,Specialty Coffee Association,,0.0,14,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,84.83
118,7.92,7.83,7.75,6,7.67,7.75,0,2,10.0,,,Ethiopia,8.0,"June 17th, 2011",Contact | sidacoop@ethionet.net,7.92,"June 17th, 2010",2009/2010,010/0145,Ethiopia Commodity Exchange,coffee processing and warehouse enterpri,0.1,300,,Sidama Coffee Farmers Coop. Union,sidamo,Arabica,10.0,10.0,,2000.0,1500.0,1750.0,84.83
119,8.0,7.92,7.42,6,7.83,7.83,0,4,10.0,,,Ethiopia,7.92,"June 17th, 2011",Contact | sidacoop@ethionet.net,7.92,"June 17th, 2010",2009/2010,010/0145,Ethiopia Commodity Exchange,coffee processing and warehouse enterpri,0.1,300,,Sidama Coffee Farmers Coop. Union,sidamo,Arabica,10.0,10.0,,2000.0,1500.0,1750.0,84.83
120,7.75,7.75,7.75,50 kg,7.75,8.0,0,0,10.0,Green,matsuzawa coffee,Thailand,8.0,"June 27th, 2017",Matsuzawa Coffee,7.75,"June 27th, 2016",2015,,Specialty Coffee Institute of Asia,matsuzawa coffee,0.12,50,Pulped natural / honey,Matsuzawa Coffee,thailand,Arabica,10.0,10.0,Caturra,,,,84.75
121,7.92,7.58,7.92,60 kg,7.83,7.75,0,0,10.0,Green,c dorman ltd,Kenya,7.92,"June 1st, 2016",KARATINA,7.83,"June 2nd, 2015",2014,KE 9143,Kenya Coffee Traders Association,sagana,0.13,150,Washed / Wet,KARATINA,nyeri,Arabica,10.0,10.0,SL34,1800.0,1800.0,1800.0,84.75
122,7.67,8.0,7.83,1 kg,7.67,7.67,0,4,10.0,Green,cadexsa,Honduras,8.17,"April 25th, 2015",Cerro Bueno,7.75,"April 25th, 2014",2014,13-63-174,Instituto Hondureño del Café,cadexsa,0.11,275,Washed / Wet,Omar Acosta,marcala,Arabica,10.0,10.0,Catuai,1450.0,1450.0,1450.0,84.75
123,8.33,8.0,7.75,69 kg,7.92,7.67,0,3,10.0,,,El Salvador,7.75,"August 22nd, 2012",Several,8.0,"August 23rd, 2011",2010-2011,9-29-1986,Specialty Coffee Association,la majada cooperative,0.15,250,,Several producers,santa ana,Arabica,9.33,10.0,,1200.0,1200.0,1200.0,84.75
124,7.83,7.58,7.83,6,7.67,7.75,0,2,10.0,,,Nicaragua,8.5,"May 31st, 2011",Santa Martha,7.58,"May 31st, 2010",2009 - 2010,1-053-0222,Specialty Coffee Association,beneficio atlantic sebaco,0.18,2,,Juan Alvaro Munguia,jinotega,Arabica,10.0,10.0,,1050.0,800.0,925.0,84.75
125,8.0,7.5,7.83,69 kg,7.67,7.83,0,2,10.0,Blue-Green,cafetalera del pacifico,El Salvador,8.0,"June 26th, 2018",Monterrey,7.83,"June 26th, 2017",2016,09-392-69,Salvadoran Coffee Council,j.j. borja nathan,0.0,150,Washed / Wet,J.J. Borja Nathan,apaneca,Arabica,10.0,10.0,Bourbon,1350.0,1350.0,1350.0,84.67
126,7.75,7.75,7.92,1 kg,7.75,7.75,0,7,10.0,Green,pt. shriya artha nusantara,Indonesia,7.92,"November 24th, 2017",SRAN Temanggung Plantation,7.83,"November 24th, 2016",2016,,Specialty Coffee Association of Indonesia,wet hulling,0.12,2,Washed / Wet,PT. Shriya Artha Nusantara,"temanggung, indonesia",Arabica,10.0,10.0,Java,1200.0,1200.0,1200.0,84.67
127,7.42,7.75,7.75,1 kg,7.83,8.08,0,0,10.0,Green,matsuzawa coffee,Japan,8.08,"November 2nd, 2017",Ada Farm,7.75,"November 2nd, 2016",,,Specialty Coffee Institute of Asia,ada farm,0.12,20,Pulped natural / honey,Taijiro TOKUDA,ada okinawa japan,Arabica,10.0,10.0,Mundo Novo,170.0,170.0,170.0,84.67
128,7.83,7.67,8.08,69 kg,7.92,7.5,0,2,10.0,Blue-Green,panamerican coffee trading,Costa Rica,7.92,"October 4th, 2017",Rio Jorco,7.75,"October 4th, 2016",2015,5-423-0128,Specialty Coffee Association of Costa Rica,rio jorco,0.1,15,Washed / Wet,Johanna,tarrazu,Arabica,10.0,10.0,Catuai,1150.0,1150.0,1150.0,84.67
129,8.0,7.58,7.75,34 kg,7.75,7.92,0,1,10.0,Green,"waelti schoenfeld exportadores de cafe, s.a.",Guatemala,7.83,"June 1st, 2017",SAN DIEGO BUENA VISTA,7.83,"June 1st, 2016",2015,11/08/0109,Asociacion Nacional Del Café,san diego buena vista,0.1,120,Washed / Wet,JUAN BOCK,acatenango,Arabica,10.0,10.0,Bourbon,1600.0,1600.0,1600.0,84.67
130,7.17,7.83,8.17,1 lbs,7.75,7.83,0,0,10.0,Green,coopetarrazú.r.l,Costa Rica,7.92,"July 5th, 2016",Coopetarrazú,8.0,"July 6th, 2015",2014,5-114-0171,Specialty Coffee Association of Costa Rica,coopetarrazú,0.12,50,Washed / Wet,Coopetarrazú,tarrazu,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,84.67
131,7.83,7.75,8.08,30 kg,7.67,7.58,0,3,10.0,,essence coffee,Ethiopia,7.92,"May 22nd, 2016",Moplaco,7.83,"May 23rd, 2015",2014,33,Blossom Valley International,moplaco,0.1,250,Washed / Wet,Moplaco,yirgacheffe,Arabica,10.0,10.0,Ethiopian Yirgacheffe,1900.0,1900.0,1900.0,84.67
132,7.75,7.75,7.67,69 kg,8.58,7.67,0,1,10.0,Green,essence coffee,Costa Rica,7.67,"May 22nd, 2016",Finca Salaca Las Brisas,7.58,"May 23rd, 2015",2014,58180422,Blossom Valley International,beneficio las brisas,0.08,20,Other,Maria Elena Castro,costa rica,Arabica,10.0,10.0,Other,1750.0,1750.0,1750.0,84.67
133,7.75,7.83,8.0,1 kg,7.75,7.75,0,4,10.0,Green,coricafe s.a.,Costa Rica,8.0,"March 5th, 2015",VARIOS,7.58,"March 5th, 2014",2014,5-0048-0052,Specialty Coffee Association of Costa Rica,coricafe sa,0.11,275,Washed / Wet,CORICAFE BLEND,west valley,Arabica,10.0,10.0,Catuai,1200.0,1200.0,1200.0,84.67
134,7.83,7.75,8.08,2 kg,8.0,7.92,1,10,10.0,Green,thrive farmers,Costa Rica,7.92,"January 3rd, 2015",,7.83,"January 3rd, 2014",2012,5-1106-0011,Specialty Coffee Association,,0.0,1,Washed / Wet,,,Arabica,9.33,10.0,,,,,84.67
135,7.75,7.75,8.0,30 kg,7.75,7.75,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.75,"December 26th, 2014",Dragon 龍咖啡,7.92,"December 26th, 2013",2013/2014,,Blossom Valley International,dragon coffee 龍咖,0.11,10,Washed / Wet,Gu yong long 古永龍,taichung xinshe 台中市新社區,Arabica,10.0,10.0,Typica,1000.0,1000.0,1000.0,84.67
136,7.83,7.75,7.75,70 kg,7.83,7.75,0,0,10.0,Green,ecom cca sa,Colombia,7.92,"December 20th, 2014",,7.83,"December 20th, 2013",2013,3-79-0543,Almacafé,trilladora agricola,0.0,250,Washed / Wet,,santander,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,84.67
137,8.0,7.83,7.75,60 kg,7.75,7.58,0,0,10.0,Bluish-Green,dream together inc.,Kenya,7.83,"September 16th, 2013",,7.92,"September 16th, 2012",2012,,Specialty Coffee Institute of Asia,,0.11,235,Washed / Wet,Sasini,nyeri,Arabica,10.0,10.0,SL28,2000.0,2000.0,2000.0,84.67
138,7.83,7.67,8.0,1 kg,8.0,7.67,0,4,10.0,Green,"unex guatemala, s.a.",Guatemala,7.67,"July 17th, 2013",AGROPECUARIA QUIAGRAL,7.83,"July 17th, 2012",2012,11/23/1088,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,AGROPECUARIA QUIAGRAL,oriente,Arabica,10.0,10.0,Bourbon,1310.64,1310.64,1310.64,84.67
139,8.0,7.67,7.67,1 kg,7.83,7.67,0,4,10.0,Green,sertrasa,Guatemala,8.0,"July 3rd, 2013",VALPARAISO,7.83,"July 3rd, 2012",2012,11/1886/02,Asociacion Nacional Del Café,beneficio valparaiso,0.12,125,Washed / Wet,SERTRASA,acatenango,Arabica,10.0,10.0,Bourbon,1524.0,1524.0,1524.0,84.67
140,7.92,7.67,7.83,1 kg,7.83,7.92,0,3,10.0,,organizaciones de productores de cafe colimense sa de cv,Mexico,7.92,"July 2nd, 2013","EL NOGAL, LA HIGUERA, LOS LAURELES",7.58,"July 2nd, 2012",2012,"703816889, 108282,703816891",AMECAFE,cafetaleros de el remudadero s.p.r. de r.l.,0.13,80,Washed / Wet,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",el remudadero,Arabica,10.0,10.0,Typica,1200.0,1200.0,1200.0,84.67
141,7.92,7.75,7.92,60 kg,7.75,7.67,0,3,10.0,Blue-Green,ugacof ltd,Uganda,7.83,"February 12th, 2013",,7.83,"February 13th, 2012",2012,x,Africa Fine Coffee Association,ugacof,0.11,320,Washed / Wet,,mbale,Arabica,10.0,10.0,Other,1850.0,1700.0,1775.0,84.67
142,7.75,7.75,7.67,60 kg,7.83,7.92,0,3,10.0,,,Peru,7.92,"June 13th, 2012",,7.83,"June 14th, 2011",,,Specialty Coffee Association,,0.0,1,,CECANOR,"penachi, cecanor",Arabica,10.0,10.0,,,,,84.67
143,8.0,7.75,7.42,6,7.92,8.0,0,3,10.0,,,Ethiopia,7.83,"June 17th, 2011",Contact | sidacoop@ethionet.net,7.75,"June 17th, 2010",2009/2010,010/0145,Ethiopia Commodity Exchange,coffee processing and warehouse enterpri,0.2,300,,Sidama Coffee Farmers Coop. Union,sidamo,Arabica,10.0,10.0,,2000.0,1500.0,1750.0,84.67
144,7.75,7.83,7.92,60 kg,7.92,7.58,0,5,10.0,Blue-Green,keremara limited,Kenya,7.83,"January 11th, 2019",JUNGLE ESTATE,7.75,"January 11th, 2018",,,Kenya Coffee Traders Association,nkg mills,0.11,66,Washed / Wet,JUNGLE ESTATE,nyeri,Arabica,10.0,10.0,SL34,1754.0,1754.0,1754.0,84.58
145,7.92,7.58,7.83,70 kg,7.83,7.67,0,4,10.0,Blue-Green,racafe & cia s.c.a,Colombia,8.08,"January 10th, 2018",,7.67,"January 10th, 2017",2016,3-37-1724,Almacafé,bucaramanga,0.0,250,Washed / Wet,,santander,Arabica,10.0,10.0,Other,1500.0,1500.0,1500.0,84.58
146,8.0,7.58,7.92,70 kg,7.67,7.83,0,5,10.0,Green,racafe & cia s.c.a,Colombia,7.75,"December 28th, 2017",,7.83,"December 28th, 2016",2016,3-37-1291,Almacafé,bachue,0.0,125,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,,,,84.58
147,7.75,7.83,7.83,60 kg,7.83,7.58,0,2,10.0,Bluish-Green,c dorman ltd,Kenya,7.92,"July 21st, 2015",BLEND,7.83,"July 21st, 2014",2013,KE 3127,Kenya Coffee Traders Association,sagana,0.1,100,Washed / Wet,BLEND,nyeri,Arabica,10.0,10.0,Peaberry,1800.0,1800.0,1800.0,84.58
148,7.92,7.67,7.75,69 kg,7.83,7.75,0,1,10.0,Green,"armajaro guatemala, s. a.",Guatemala,7.83,"May 29th, 2015",EL MORITO,7.83,"May 29th, 2014",2014,11/972/26,Asociacion Nacional Del Café,el morito,0.11,250,Washed / Wet,ROBERTO MONTERROSO,jalapa,Arabica,10.0,10.0,Pacas,1524.0,1524.0,1524.0,84.58
149,7.58,7.67,8.0,69 kg,7.67,7.58,0,0,10.0,Green,"unex guatemala, s.a.",Guatemala,8.17,"March 24th, 2015",EL PAPATURRO,7.92,"March 24th, 2014",2014,11-23-0291,Asociacion Nacional Del Café,beneficio ixchel,0.09,250,Washed / Wet,AMILCAR LAPOLA,oriente,Arabica,10.0,10.0,Bourbon,1219.2,1219.2,1219.2,84.58
150,7.75,7.58,7.67,70 kg,8.5,7.58,0,0,10.0,,ecom cca sa,Colombia,7.83,"December 20th, 2014",,7.67,"December 20th, 2013",2013,3-79-0542,Almacafé,trilladora agricola,0.0,250,Washed / Wet,,santander,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,84.58
151,7.75,7.83,7.75,70 kg,8.0,7.58,0,5,10.0,,racafe & cia s.c.a,Colombia,7.92,"December 6th, 2014",,7.75,"December 6th, 2013",2013,3-37-0930,Almacafé,,0.0,75,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,1900.0,1600.0,1750.0,84.58
152,8.08,7.75,7.75,660 kg,7.75,7.75,0,0,10.0,Green,taylor winch (coffee) ltd,Kenya,7.75,"August 30th, 2014",,7.75,"August 30th, 2013",2013,,Kenya Coffee Traders Association,,0.0,11,Washed / Wet,changeru wet mill,,Arabica,10.0,10.0,SL28,,,,84.58
